date,code,open,close,high,low,vol,amount,up_count,down_count,date_stamp,volume
2009-11-25,000300,3541.51,3629.63,3630.3,3508.06,1146023.0,157030858752.0,0,0,1259078400.0,1146023.0
2009-11-26,000300,3635.79,3485.77,3646.61,3472.95,1278823.0,180809383936.0,0,0,1259164800.0,1278823.0
2009-11-27,000300,3440.34,3382.51,3480.93,3367.29,892946.0,125775994880.0,0,0,1259251200.0,892946.0
2009-11-30,000300,3415.08,3511.67,3511.76,3415.08,844153.0,117377392640.0,0,0,1259510400.0,844153.0
2009-12-01,000300,3507.56,3560.83,3566.78,3485.52,1015186.0,138002628608.0,0,0,1259596800.0,1015186.0
2009-12-02,000300,3578.87,3597.33,3607.56,3570.29,980520.0,138929258496.0,0,0,1259683200.0,980520.0
2009-12-03,000300,3596.95,3590.88,3603.12,3551.48,899785.0,128562626560.0,0,0,1259769600.0,899785.0
2009-12-04,000300,3581.63,3643.49,3646.26,3530.06,1341309.0,188843982848.0,0,0,1259856000.0,1341309.0
2009-12-07,000300,3644.63,3668.83,3672.8,3633.45,912255.0,131991691264.0,0,0,1260115200.0,912255.0
2009-12-08,000300,3670.81,3624.02,3671.04,3590.94,829408.0,118750855168.0,0,0,1260201600.0,829408.0
2009-12-09,000300,3579.28,3554.48,3603.7,3543.42,685215.0,97091969024.0,0,0,1260288000.0,685215.0
2009-12-10,000300,3579.83,3577.24,3601.29,3544.9,575637.0,81151401984.0,0,0,1260374400.0,575637.0
2009-12-11,000300,3589.41,3575.02,3614.95,3568.51,545509.0,74282934272.0,0,0,1260460800.0,545509.0
2009-12-14,000300,3572.53,3612.75,3623.27,3495.64,837850.0,113441734656.0,0,0,1260720000.0,837850.0
2009-12-15,000300,3594.51,3583.34,3620.32,3578.28,691864.0,98783625216.0,0,0,1260806400.0,691864.0
2009-12-16,000300,3568.28,3560.72,3610.69,3550.67,569639.0,81340899328.0,0,0,1260892800.0,569639.0
2009-12-17,000300,3571.05,3480.15,3582.44,3475.84,632862.0,86756663296.0,0,0,1260979200.0,632862.0
2009-12-18,000300,3450.04,3391.74,3453.35,3385.68,661110.0,89137676288.0,0,0,1261065600.0,661110.0
2009-12-21,000300,3386.33,3396.62,3404.64,3354.65,483298.0,69055782912.0,0,0,1261324800.0,483298.0
2009-12-22,000300,3402.23,3305.54,3404.75,3296.76,539426.0,75498512384.0,0,0,1261411200.0,539426.0
2009-12-23,000300,3303.73,3336.48,3342.99,3296.29,480645.0,67948265472.0,0,0,1261497600.0,480645.0
2009-12-24,000300,3346.76,3438.82,3445.7,3339.3,643778.0,94811627520.0,0,0,1261584000.0,643778.0
2009-12-25,000300,3434.33,3424.78,3441.96,3410.67,469145.0,68701835264.0,0,0,1261670400.0,469145.0
2009-12-28,000300,3432.82,3478.43,3489.57,3432.82,553753.0,78965997568.0,0,0,1261929600.0,553753.0
2009-12-29,000300,3481.9,3500.74,3501.25,3451.18,555357.0,78053670912.0,0,0,1262016000.0,555357.0
2009-12-30,000300,3503.82,3558.86,3561.44,3498.38,884293.0,124684574720.0,0,0,1262102400.0,884293.0
2009-12-31,000300,3561.37,3575.68,3579.52,3542.38,692418.0,98004033536.0,0,0,1262188800.0,692418.0
2010-01-04,000300,3592.47,3535.23,3597.75,3535.23,661010.0,93419839488.0,0,0,1262534400.0,661010.0
2010-01-05,000300,3545.19,3564.04,3577.53,3497.66,858096.0,128302440448.0,0,0,1262620800.0,858096.0
2010-01-06,000300,3558.7,3541.73,3588.83,3541.17,784731.0,121045991424.0,0,0,1262707200.0,784731.0
2010-01-07,000300,3543.16,3471.46,3558.56,3452.77,803500.0,120436162560.0,0,0,1262793600.0,803500.0
2010-01-08,000300,3456.91,3480.13,3482.08,3426.7,607902.0,90190962688.0,0,0,1262880000.0,607902.0
2010-01-11,000300,3593.11,3482.05,3594.53,3465.32,899801.0,134114000896.0,0,0,1263139200.0,899801.0
2010-01-12,000300,3477.84,3534.92,3535.41,3437.66,937432.0,134071418880.0,0,0,1263225600.0,937432.0
2010-01-13,000300,3448.29,3421.14,3490.11,3415.69,1124579.0,159860391936.0,0,0,1263312000.0,1124579.0
2010-01-14,000300,3433.47,3469.05,3470.32,3411.81,833532.0,118107873280.0,0,0,1263398400.0,833532.0
2010-01-15,000300,3472.52,3482.74,3500.07,3448.66,725431.0,104035172352.0,0,0,1263484800.0,725431.0
2010-01-18,000300,3471.78,3500.68,3501.26,3458.04,828543.0,117884256256.0,0,0,1263744000.0,828543.0
2010-01-19,000300,3506.81,3507.48,3528.39,3497.09,748832.0,108023529472.0,0,0,1263830400.0,748832.0
2010-01-20,000300,3512.25,3394.43,3515.45,3387.82,924951.0,128416161792.0,0,0,1263916800.0,924951.0
2010-01-21,000300,3397.04,3408.57,3425.18,3364.72,705950.0,100076609536.0,0,0,1264003200.0,705950.0
2010-01-22,000300,3364.45,3366.2,3390.8,3293.19,889334.0,119197818880.0,0,0,1264089600.0,889334.0
2010-01-25,000300,3340.01,3328.01,3372.43,3326.27,568491.0,76626624512.0,0,0,1264348800.0,568491.0
2010-01-26,000300,3328.11,3242.8,3341.2,3222.14,617522.0,81586061312.0,0,0,1264435200.0,617522.0
2010-01-27,000300,3243.04,3198.57,3255.12,3183.36,526913.0,70540271616.0,0,0,1264521600.0,526913.0
2010-01-28,000300,3195.29,3206.57,3220.31,3168.46,469907.0,64082116608.0,0,0,1264608000.0,469907.0
2010-01-29,000300,3190.31,3204.16,3249.46,3176.92,502626.0,68018118656.0,0,0,1264694400.0,502626.0
2010-02-01,000300,3198.23,3152.71,3198.31,3116.44,570013.0,75982151680.0,0,0,1264953600.0,570013.0
2010-02-02,000300,3170.78,3146.19,3211.94,3143.08,501300.0,68318412800.0,0,0,1265040000.0,501300.0
2010-02-03,000300,3160.71,3230.72,3231.1,3094.57,647988.0,87536246784.0,0,0,1265126400.0,647988.0
2010-02-04,000300,3206.43,3218.8,3242.52,3190.44,589727.0,75466555392.0,0,0,1265212800.0,589727.0
2010-02-05,000300,3147.72,3153.09,3177.42,3129.92,591058.0,73693134848.0,0,0,1265299200.0,591058.0
2010-02-08,000300,3152.25,3150.99,3172.31,3133.81,373559.0,47902429184.0,0,0,1265558400.0,373559.0
2010-02-09,000300,3147.76,3169.19,3178.95,3144.48,359531.0,45222662144.0,0,0,1265644800.0,359531.0
2010-02-10,000300,3195.14,3214.13,3214.46,3182.83,342198.0,48152145920.0,0,0,1265731200.0,342198.0
2010-02-11,000300,3216.69,3220.4,3238.35,3207.17,357910.0,46999711744.0,0,0,1265817600.0,357910.0
2010-02-12,000300,3232.88,3251.28,3253.2,3228.74,340582.0,46703218688.0,0,0,1265904000.0,340582.0
2010-02-22,000300,3248.95,3233.34,3261.95,3232.78,382837.0,49981333504.0,0,0,1266768000.0,382837.0
2010-02-23,000300,3225.39,3198.63,3225.39,3152.93,427428.0,62386077696.0,0,0,1266854400.0,427428.0
2010-02-24,000300,3177.08,3244.48,3244.82,3165.13,499894.0,64414097408.0,0,0,1266940800.0,499894.0
2010-02-25,000300,3252.15,3292.13,3294.14,3249.33,675866.0,89485803520.0,0,0,1267027200.0,675866.0
2010-02-26,000300,3286.09,3281.67,3301.15,3273.69,521072.0,70171664384.0,0,0,1267113600.0,521072.0
2010-03-01,000300,3290.01,3324.42,3330.38,3287.56,605045.0,81205690368.0,0,0,1267372800.0,605045.0
2010-03-02,000300,3327.1,3311.24,3339.89,3299.69,570343.0,76233990144.0,0,0,1267459200.0,570343.0
2010-03-03,000300,3313.02,3335.08,3335.65,3293.92,606227.0,78442135552.0,0,0,1267545600.0,606227.0
2010-03-04,000300,3338.67,3250.57,3345.91,3244.98,693468.0,89462915072.0,0,0,1267632000.0,693468.0
2010-03-05,000300,3253.16,3259.76,3276.4,3239.68,456291.0,59621179392.0,0,0,1267718400.0,456291.0
2010-03-08,000300,3268.4,3286.18,3293.93,3258.03,415408.0,54686556160.0,0,0,1267977600.0,415408.0
2010-03-09,000300,3285.62,3305.86,3322.51,3255.98,541994.0,71971299328.0,0,0,1268064000.0,541994.0
2010-03-10,000300,3304.04,3279.69,3321.08,3267.76,464210.0,61760430080.0,0,0,1268150400.0,464210.0
2010-03-11,000300,3282.2,3276.71,3303.49,3251.7,474877.0,63732658176.0,0,0,1268236800.0,474877.0
2010-03-12,000300,3277.31,3233.13,3284.26,3232.12,399573.0,52611211264.0,0,0,1268323200.0,399573.0
2010-03-15,000300,3231.22,3183.18,3234.82,3171.8,378443.0,49219899392.0,0,0,1268582400.0,378443.0
2010-03-16,000300,3183.77,3203.97,3204.29,3169.1,308477.0,41510424576.0,0,0,1268668800.0,308477.0
2010-03-17,000300,3214.22,3273.92,3274.0,3207.27,458009.0,62587396096.0,0,0,1268755200.0,458009.0
2010-03-18,000300,3277.88,3267.55,3295.37,3256.59,469480.0,62509129728.0,121,167,1268841600.0,469480.0
2010-03-19,000300,3270.98,3293.87,3296.41,3251.14,460621.0,62114230272.0,241,42,1268928000.0,460621.0
2010-03-22,000300,3297.82,3302.63,3313.92,3288.51,494394.0,65652977664.0,147,140,1269187200.0,494394.0
2010-03-23,000300,3305.55,3275.57,3309.12,3272.92,465395.0,62145531904.0,67,222,1269273600.0,465395.0
2010-03-24,000300,3282.05,3276.67,3298.54,3271.03,445479.0,58330300416.0,122,163,1269360000.0,445479.0
2010-03-25,000300,3270.39,3229.13,3270.39,3222.82,449842.0,58604761088.0,35,259,1269446400.0,449842.0
2010-03-26,000300,3226.8,3275.0,3285.39,3220.59,474449.0,61592842240.0,274,19,1269532800.0,474449.0
2010-03-29,000300,3295.76,3358.54,3363.6,3293.67,847249.0,110326972416.0,274,23,1269792000.0,847249.0
2010-03-30,000300,3361.35,3366.71,3372.26,3350.31,564369.0,78682669056.0,155,132,1269878400.0,564369.0
2010-03-31,000300,3369.19,3345.61,3369.9,3338.75,531242.0,72120885248.0,73,213,1269964800.0,531242.0
2010-04-01,000300,3349.88,3391.94,3392.48,3349.88,677726.0,92360499200.0,280,14,1270051200.0,677726.0
2010-04-02,000300,3400.14,3407.35,3412.2,3391.81,690734.0,99040763904.0,188,99,1270137600.0,690734.0
2010-04-06,000300,3422.85,3405.15,3436.29,3386.89,651917.0,93985882112.0,141,148,1270483200.0,651917.0
2010-04-07,000300,3403.09,3386.95,3404.58,3369.02,540112.0,76733161472.0,98,189,1270569600.0,540112.0
2010-04-08,000300,3381.31,3346.74,3381.31,3336.16,621853.0,89317466112.0,74,214,1270656000.0,621853.0
2010-04-09,000300,3348.77,3379.17,3379.4,3342.47,512805.0,75590352896.0,255,30,1270742400.0,512805.0
2010-04-12,000300,3388.35,3351.48,3393.56,3330.3,745651.0,105996607488.0,104,180,1271001600.0,745651.0
2010-04-13,000300,3350.73,3391.72,3401.71,3324.05,799076.0,116440342528.0,185,104,1271088000.0,799076.0
2010-04-14,000300,3394.64,3403.71,3404.52,3377.44,603061.0,90787569664.0,182,107,1271174400.0,603061.0
2010-04-15,000300,3407.02,3394.57,3412.94,3365.88,610516.0,88700231680.0,92,183,1271260800.0,610516.0
2010-04-16,000300,3388.29,3356.33,3388.29,3348.78,471403.0,67235598336.0,68,210,1271347200.0,471403.0
2010-04-19,000300,3313.5,3176.42,3313.5,3175.44,884163.0,118855974912.0,15,279,1271606400.0,884163.0
2010-04-20,000300,3176.41,3173.37,3196.65,3130.96,641378.0,88005967872.0,140,136,1271692800.0,641378.0
2010-04-21,000300,3178.88,3236.68,3237.54,3164.76,669283.0,93373374464.0,287,5,1271779200.0,669283.0
2010-04-22,000300,3222.68,3201.54,3231.99,3177.73,710816.0,98970386432.0,87,197,1271865600.0,710816.0
2010-04-23,000300,3198.78,3190.0,3224.74,3172.58,612526.0,92115673088.0,117,163,1271952000.0,612526.0
2010-04-26,000300,3195.46,3172.0,3207.72,3168.37,508942.0,74959118336.0,105,179,1272211200.0,508942.0
2010-04-27,000300,3163.1,3108.41,3163.1,3060.85,652965.0,88058363904.0,37,250,1272297600.0,652965.0
2010-04-28,000300,3080.32,3097.35,3122.11,3062.08,459954.0,65484922880.0,115,168,1272384000.0,459954.0
2010-04-29,000300,3114.94,3060.06,3130.7,3059.8,482609.0,69250867200.0,43,240,1272470400.0,482609.0
2010-04-30,000300,3060.12,3067.36,3068.13,3014.07,544778.0,73190883328.0,136,155,1272556800.0,544778.0
2010-05-04,000300,3005.49,3019.45,3056.08,2994.92,412486.0,54558605312.0,83,212,1272902400.0,412486.0
2010-05-05,000300,2981.78,3036.39,3036.86,2943.36,596704.0,80835338240.0,217,73,1272988800.0,596704.0
2010-05-06,000300,3014.91,2896.86,3014.91,2895.39,587704.0,81502265344.0,15,279,1273075200.0,587704.0
2010-05-07,000300,2835.88,2836.79,2892.53,2817.15,611194.0,79147499520.0,53,238,1273161600.0,611194.0
2010-05-10,000300,2842.37,2858.23,2872.31,2798.52,502091.0,64909189120.0,189,96,1273420800.0,502091.0
2010-05-11,000300,2916.33,2800.82,2922.13,2790.7,583634.0,73894666240.0,33,257,1273507200.0,583634.0
2010-05-12,000300,2781.71,2818.16,2832.15,2756.42,530022.0,64693989376.0,159,124,1273593600.0,530022.0
2010-05-13,000300,2818.58,2886.91,2886.97,2811.66,551457.0,67486535680.0,278,10,1273680000.0,551457.0
2010-05-14,000300,2865.58,2868.02,2888.09,2849.24,424987.0,55175290880.0,82,205,1273766400.0,424987.0
2010-05-17,000300,2828.88,2714.72,2828.88,2712.44,521668.0,62395514880.0,5,288,1274025600.0,521668.0
2010-05-18,000300,2711.41,2771.35,2781.84,2686.97,545096.0,62746247168.0,239,39,1274112000.0,545096.0
2010-05-19,000300,2748.95,2762.17,2803.7,2723.3,455762.0,54656401408.0,106,178,1274198400.0,455762.0
2010-05-20,000300,2739.22,2726.02,2793.88,2721.07,421748.0,52677914624.0,44,236,1274284800.0,421748.0
2010-05-21,000300,2656.42,2768.79,2769.09,2647.6,544753.0,63501807616.0,257,28,1274371200.0,544753.0
2010-05-24,000300,2787.75,2873.47,2886.37,2787.75,745023.0,89961881600.0,292,0,1274630400.0,745023.0
2010-05-25,000300,2851.26,2813.94,2855.33,2798.02,551683.0,67954987008.0,50,239,1274716800.0,551683.0
2010-05-26,000300,2814.44,2813.94,2839.03,2797.63,398585.0,48495603712.0,134,140,1274803200.0,398585.0
2010-05-27,000300,2808.05,2859.98,2866.86,2771.59,534452.0,65266774016.0,282,4,1274889600.0,534452.0
2010-05-28,000300,2885.86,2850.3,2893.69,2835.07,515349.0,64342503424.0,94,186,1274976000.0,515349.0
2010-05-31,000300,2835.33,2773.26,2857.42,2772.79,462168.0,56695803904.0,16,270,1275235200.0,462168.0
2010-06-01,000300,2755.28,2744.16,2782.29,2710.59,448514.0,53230915584.0,50,235,1275321600.0,448514.0
2010-06-02,000300,2729.33,2757.53,2757.91,2700.07,395870.0,46364229632.0,221,65,1275408000.0,395870.0
2010-06-03,000300,2769.1,2736.08,2787.51,2735.7,395872.0,47143264256.0,47,237,1275494400.0,395872.0
2010-06-04,000300,2721.36,2744.39,2748.48,2713.09,327462.0,39858364416.0,177,99,1275580800.0,327462.0
2010-06-07,000300,2692.83,2695.72,2716.4,2673.34,395419.0,47062704128.0,55,238,1275840000.0,395419.0
2010-06-08,000300,2694.11,2699.34,2720.59,2672.06,351401.0,42677104640.0,186,93,1275926400.0,351401.0
2010-06-09,000300,2711.64,2782.13,2787.82,2687.33,602095.0,70710083584.0,282,9,1276012800.0,602095.0
2010-06-10,000300,2755.94,2750.02,2776.26,2746.11,429063.0,50312245248.0,64,219,1276099200.0,429063.0
2010-06-11,000300,2766.2,2758.87,2782.09,2755.95,405585.0,48871477248.0,164,115,1276185600.0,405585.0
2010-06-17,000300,2778.53,2742.73,2784.92,2742.64,326123.0,40293232640.0,81,190,1276704000.0,326123.0
2010-06-18,000300,2739.03,2696.17,2755.84,2686.61,418083.0,50256351232.0,36,245,1276790400.0,418083.0
2010-06-21,000300,2698.98,2780.66,2784.47,2686.32,552614.0,62809190400.0,282,10,1277049600.0,552614.0
2010-06-22,000300,2772.89,2783.72,2795.32,2766.44,390960.0,45207207936.0,157,115,1277136000.0,390960.0
2010-06-23,000300,2768.7,2758.5,2788.22,2734.05,356003.0,41600241664.0,66,222,1277222400.0,356003.0
2010-06-24,000300,2753.71,2757.5,2783.51,2739.81,292206.0,33772857344.0,113,172,1277308800.0,292206.0
2010-06-25,000300,2744.12,2736.29,2759.45,2715.66,306717.0,34649178112.0,40,239,1277395200.0,306717.0
2010-06-28,000300,2734.51,2716.78,2751.46,2710.09,277100.0,31198277632.0,61,217,1277654400.0,277100.0
2010-06-29,000300,2717.47,2592.02,2724.23,2591.69,487585.0,50635968512.0,4,283,1277740800.0,487585.0
2010-06-30,000300,2572.91,2563.07,2575.82,2546.84,356987.0,35809890304.0,66,216,1277827200.0,356987.0
2010-07-01,000300,2557.92,2526.07,2574.1,2524.57,328576.0,32478457856.0,42,243,1277913600.0,328576.0
2010-07-02,000300,2523.03,2534.1,2542.12,2462.2,449141.0,43367317504.0,166,124,1278000000.0,449141.0
2010-07-05,000300,2507.35,2512.65,2529.43,2476.49,321785.0,30922299392.0,77,205,1278259200.0,321785.0
2010-07-06,000300,2504.87,2562.9,2563.41,2502.93,397147.0,38976835584.0,285,5,1278345600.0,397147.0
2010-07-07,000300,2561.11,2580.48,2580.61,2548.56,357209.0,37059899392.0,221,56,1278432000.0,357209.0
2010-07-08,000300,2591.51,2575.92,2602.23,2564.64,340569.0,35348758528.0,100,183,1278518400.0,340569.0
2010-07-09,000300,2578.55,2647.1,2662.16,2557.26,584930.0,61470068736.0,286,4,1278604800.0,584930.0
2010-07-12,000300,2647.42,2676.22,2689.81,2636.65,584624.0,63462260736.0,244,35,1278864000.0,584624.0
2010-07-13,000300,2649.66,2634.59,2649.66,2618.34,432285.0,45125107712.0,50,240,1278950400.0,432285.0
2010-07-14,000300,2640.93,2653.61,2684.62,2640.54,466888.0,49497108480.0,235,50,1279036800.0,466888.0
2010-07-15,000300,2650.33,2608.52,2680.44,2607.79,404404.0,41444712448.0,23,263,1279123200.0,404404.0
2010-07-16,000300,2597.0,2616.13,2621.33,2573.79,350633.0,35422326784.0,179,95,1279209600.0,350633.0
2010-07-19,000300,2592.09,2682.47,2691.94,2585.01,538680.0,59826126848.0,289,4,1279468800.0,538680.0
2010-07-20,000300,2685.46,2741.5,2746.24,2685.46,731283.0,80958218240.0,287,2,1279555200.0,731283.0
2010-07-21,000300,2744.7,2747.33,2766.21,2733.72,707570.0,73734684672.0,147,133,1279641600.0,707570.0
2010-07-22,000300,2738.03,2781.29,2783.14,2734.07,610648.0,63576604672.0,269,14,1279728000.0,610648.0
2010-07-23,000300,2787.52,2793.08,2806.98,2769.44,645185.0,70423339008.0,136,142,1279814400.0,645185.0
2010-07-26,000300,2798.76,2811.05,2811.95,2775.78,535800.0,59848904704.0,214,59,1280073600.0,535800.0
2010-07-27,000300,2803.75,2795.72,2812.21,2785.37,497998.0,55963992064.0,69,208,1280160000.0,497998.0
2010-07-28,000300,2796.48,2863.72,2866.4,2784.16,799859.0,84516847616.0,287,0,1280246400.0,799859.0
2010-07-29,000300,2866.77,2877.98,2888.6,2852.0,959654.0,92278226944.0,183,94,1280332800.0,959654.0
2010-07-30,000300,2871.48,2868.85,2876.14,2844.68,625755.0,65224482816.0,89,188,1280419200.0,625755.0
2010-08-02,000300,2868.28,2917.27,2922.61,2867.45,717432.0,73569075200.0,286,3,1280678400.0,717432.0
2010-08-03,000300,2925.25,2865.97,2929.61,2865.76,817483.0,86870573056.0,23,266,1280764800.0,817483.0
2010-08-04,000300,2858.35,2876.43,2876.59,2818.25,713180.0,75670142976.0,163,105,1280851200.0,713180.0
2010-08-05,000300,2874.66,2850.83,2877.31,2833.67,671575.0,73038454784.0,81,204,1280937600.0,671575.0
2010-08-06,000300,2848.16,2897.66,2898.53,2821.03,749148.0,82145148928.0,275,11,1281024000.0,749148.0
2010-08-09,000300,2894.1,2918.24,2922.62,2888.04,747263.0,83431981056.0,207,64,1281283200.0,747263.0
2010-08-10,000300,2920.4,2832.64,2925.3,2832.08,784350.0,84283703296.0,7,280,1281369600.0,784350.0
2010-08-11,000300,2823.15,2850.21,2864.36,2823.15,549791.0,58786304000.0,204,70,1281456000.0,549791.0
2010-08-12,000300,2822.79,2816.39,2860.37,2810.1,598932.0,65825611776.0,64,223,1281542400.0,598932.0
2010-08-13,000300,2818.41,2855.55,2856.04,2799.22,585077.0,62923747328.0,274,13,1281628800.0,585077.0
2010-08-16,000300,2851.22,2922.08,2927.69,2843.02,810680.0,91427504128.0,286,2,1281888000.0,810680.0
2010-08-17,000300,2927.26,2942.29,2949.73,2917.83,764529.0,86700539904.0,189,85,1281974400.0,764529.0
2010-08-18,000300,2945.98,2937.36,2962.75,2924.67,707476.0,80832364544.0,100,187,1282060800.0,707476.0
2010-08-19,000300,2940.77,2955.4,2975.19,2928.01,769248.0,91734589440.0,157,120,1282147200.0,769248.0
2010-08-20,000300,2943.33,2898.33,2951.96,2892.64,716633.0,82298175488.0,22,267,1282233600.0,716633.0
2010-08-23,000300,2895.71,2896.19,2920.54,2886.66,489155.0,57772777472.0,108,165,1282492800.0,489155.0
2010-08-24,000300,2892.13,2911.83,2933.12,2866.8,610937.0,65036591104.0,227,55,1282579200.0,610937.0
2010-08-25,000300,2893.99,2843.02,2904.66,2842.25,636106.0,67048222720.0,21,267,1282665600.0,636106.0
2010-08-26,000300,2853.1,2850.09,2868.88,2836.13,486704.0,51862921216.0,179,94,1282752000.0,486704.0
2010-08-27,000300,2847.45,2858.57,2861.07,2833.42,407895.0,46699343872.0,159,116,1282838400.0,407895.0
2010-08-30,000300,2874.25,2915.01,2921.08,2872.92,657498.0,77341614080.0,285,3,1283097600.0,657498.0
2010-08-31,000300,2905.15,2903.19,2910.06,2889.81,657661.0,79976349696.0,97,188,1283184000.0,657661.0
2010-09-01,000300,2907.66,2884.04,2931.76,2859.17,769755.0,87931887616.0,72,212,1283270400.0,769755.0
2010-09-02,000300,2917.74,2921.39,2931.55,2903.03,707008.0,88923144192.0,254,26,1283356800.0,707008.0
2010-09-03,000300,2926.94,2920.21,2929.55,2891.88,726410.0,87724826624.0,106,180,1283443200.0,726410.0
2010-09-06,000300,2935.89,2975.09,2980.42,2935.89,938556.0,110466113536.0,224,61,1283702400.0,938556.0
2010-09-07,000300,2979.3,2983.11,2991.44,2959.9,735193.0,85488197632.0,167,118,1283788800.0,735193.0
2010-09-08,000300,2970.0,2980.97,2982.72,2953.84,728720.0,92660875264.0,134,145,1283875200.0,728720.0
2010-09-09,000300,2986.87,2926.46,2986.87,2922.2,813955.0,103248281600.0,45,244,1283961600.0,813955.0
2010-09-10,000300,2928.0,2932.55,2940.79,2890.03,650867.0,83743162368.0,116,164,1284048000.0,650867.0
2010-09-13,000300,2933.59,2962.32,2977.08,2925.42,672799.0,87536181248.0,240,38,1284307200.0,672799.0
2010-09-14,000300,2971.55,2965.01,2984.47,2954.51,701059.0,87204421632.0,109,175,1284393600.0,701059.0
2010-09-15,000300,2965.54,2913.19,2965.54,2905.63,716196.0,86445965312.0,44,244,1284480000.0,716196.0
2010-09-16,000300,2908.32,2857.79,2917.85,2834.03,740742.0,84198375424.0,50,239,1284566400.0,740742.0
2010-09-17,000300,2864.72,2861.37,2877.08,2847.68,519388.0,62466326528.0,111,167,1284652800.0,519388.0
2010-09-20,000300,2865.04,2849.83,2872.22,2829.76,502831.0,57582985216.0,75,196,1284912000.0,502831.0
2010-09-21,000300,2859.43,2857.48,2869.38,2844.13,357518.0,44742025216.0,164,117,1284998400.0,357518.0
2010-09-27,000300,2869.93,2905.03,2905.53,2864.21,490718.0,62611533824.0,264,15,1285516800.0,490718.0
2010-09-28,000300,2900.54,2880.91,2900.54,2875.66,586608.0,80859750400.0,78,210,1285603200.0,586608.0
2010-09-29,000300,2877.27,2874.81,2908.73,2866.85,567822.0,74516021248.0,112,169,1285689600.0,567822.0
2010-09-30,000300,2859.06,2935.57,2935.59,2857.42,630002.0,80709730304.0,273,19,1285776000.0,630002.0
2010-10-08,000300,2965.65,3044.23,3055.84,2963.24,999947.0,134986637312.0,284,10,1286467200.0,999947.0
2010-10-11,000300,3069.19,3132.9,3154.2,3069.19,1587349.0,212607074304.0,240,53,1286726400.0,1587349.0
2010-10-12,000300,3121.64,3172.73,3173.85,3106.22,1273617.0,178245222400.0,162,116,1286812800.0,1273617.0
2010-10-13,000300,3176.89,3217.58,3221.65,3165.58,1446077.0,195444719616.0,185,104,1286899200.0,1446077.0
2010-10-14,000300,3245.13,3224.14,3286.02,3215.03,1796118.0,227654451200.0,116,173,1286985600.0,1796118.0
2010-10-15,000300,3204.72,3327.68,3327.68,3199.12,1934141.0,245619294208.0,241,48,1287072000.0,1934141.0
2010-10-18,000300,3345.8,3306.16,3390.01,3288.78,2178820.0,267884363776.0,152,132,1287331200.0,2178820.0
2010-10-19,000300,3300.52,3375.67,3375.87,3280.0,1304417.0,165488918528.0,231,57,1287417600.0,1304417.0
2010-10-20,000300,3304.22,3396.88,3439.23,3301.01,1665284.0,235372052480.0,133,159,1287504000.0,1665284.0
2010-10-21,000300,3404.72,3374.69,3418.09,3344.96,1238832.0,175383707648.0,131,155,1287590400.0,1238832.0
2010-10-22,000300,3365.6,3378.66,3408.49,3346.11,1163618.0,163153625088.0,140,145,1287676800.0,1163618.0
2010-10-25,000300,3386.85,3481.08,3481.35,3366.43,1454331.0,208809410560.0,276,14,1287936000.0,1454331.0
2010-10-26,000300,3491.47,3466.08,3499.82,3436.46,1426369.0,205216464896.0,120,163,1288022400.0,1426369.0
2010-10-27,000300,3451.43,3403.87,3490.22,3398.09,1237615.0,177072553984.0,57,226,1288108800.0,1237615.0
2010-10-28,000300,3390.43,3397.69,3420.89,3371.44,983494.0,141135888384.0,109,174,1288195200.0,983494.0
2010-10-29,000300,3400.26,3379.98,3404.6,3351.6,1004589.0,145528373248.0,133,153,1288281600.0,1004589.0
2010-11-01,000300,3390.41,3473.0,3473.0,3390.41,1262691.0,186725761024.0,273,17,1288540800.0,1262691.0
2010-11-02,000300,3484.23,3463.13,3522.18,3449.72,1549114.0,233976233984.0,119,167,1288627200.0,1549114.0
2010-11-03,000300,3462.74,3420.34,3474.71,3419.08,1263593.0,178803326976.0,72,213,1288713600.0,1263593.0
2010-11-04,000300,3426.46,3480.5,3480.93,3419.64,1167994.0,164721393664.0,271,17,1288800000.0,1167994.0
2010-11-05,000300,3538.99,3520.8,3554.47,3498.28,1376880.0,196618043392.0,213,70,1288886400.0,1376880.0
2010-11-08,000300,3534.19,3548.57,3549.3,3506.38,1264707.0,174067580928.0,218,67,1289145600.0,1264707.0
2010-11-09,000300,3547.44,3523.95,3547.44,3498.62,1224545.0,170174873600.0,105,182,1289232000.0,1224545.0
2010-11-10,000300,3507.2,3499.11,3508.27,3470.97,1200785.0,176529784832.0,97,192,1289318400.0,1200785.0
2010-11-11,000300,3490.74,3509.98,3557.99,3484.89,1389762.0,209121525760.0,128,153,1289404800.0,1389762.0
2010-11-12,000300,3484.61,3291.83,3497.06,3284.35,1607338.0,224200785920.0,4,286,1289491200.0,1607338.0
2010-11-15,000300,3298.74,3314.89,3319.98,3241.76,1023157.0,144492953600.0,198,86,1289750400.0,1023157.0
2010-11-16,000300,3311.62,3169.54,3311.62,3155.48,1083070.0,154278117376.0,19,271,1289836800.0,1083070.0
2010-11-17,000300,3124.11,3103.91,3168.93,3087.51,832580.0,118981230592.0,44,240,1289923200.0,832580.0
2010-11-18,000300,3134.94,3147.96,3158.63,3097.39,656972.0,94476115968.0,252,26,1290009600.0,656972.0
2010-11-19,000300,3168.17,3178.85,3178.85,3076.21,833476.0,114672975872.0,208,67,1290096000.0,833476.0
