date,code,open,close,high,low,vol,amount,up_count,down_count,date_stamp,volume
2007-01-30,000300,2586.52,2551.88,2599.45,2531.78,782115.0,73485008896.0,0,0,1170086400.0,782115.0
2007-01-31,000300,2544.3,2385.33,2548.18,2367.67,809091.0,71945035776.0,0,0,1170172800.0,809091.0
2007-02-01,000300,2350.6,2395.17,2410.42,2310.57,650780.0,57578102784.0,0,0,1170259200.0,650780.0
2007-02-02,000300,2397.06,2298.0,2403.62,2293.28,593771.0,53535113216.0,0,0,1170345600.0,593771.0
2007-02-05,000300,2282.77,2271.8,2304.32,2247.93,475875.0,42358009856.0,0,0,1170604800.0,475875.0
2007-02-06,000300,2271.37,2316.04,2316.7,2198.9,670106.0,61206503424.0,0,0,1170691200.0,670106.0
2007-02-07,000300,2330.43,2369.79,2390.87,2330.43,701063.0,66203344896.0,0,0,1170777600.0,701063.0
2007-02-08,000300,2376.63,2410.6,2415.96,2354.7,626565.0,58367504384.0,0,0,1170864000.0,626565.0
2007-02-09,000300,2412.64,2397.25,2417.64,2376.02,555155.0,51302932480.0,0,0,1170950400.0,555155.0
2007-02-12,000300,2397.85,2485.39,2485.76,2396.79,549923.0,51709435904.0,0,0,1171209600.0,549923.0
2007-02-13,000300,2498.34,2522.63,2526.23,2489.66,515288.0,48227864576.0,0,0,1171296000.0,515288.0
2007-02-14,000300,2527.56,2588.35,2594.66,2520.53,627772.0,58462269440.0,0,0,1171382400.0,627772.0
2007-02-15,000300,2607.63,2668.63,2669.18,2607.63,716313.0,67415687168.0,0,0,1171468800.0,716313.0
2007-02-16,000300,2692.67,2676.74,2717.57,2660.49,759087.0,71597580288.0,0,0,1171555200.0,759087.0
2007-02-26,000300,2679.26,2707.68,2710.3,2641.12,745315.0,70981615616.0,0,0,1172419200.0,745315.0
2007-02-27,000300,2717.81,2457.49,2719.52,2454.92,1077368.0,101102755840.0,0,0,1172505600.0,1077368.0
2007-02-28,000300,2413.42,2544.57,2554.23,2413.33,828225.0,77148250112.0,0,0,1172592000.0,828225.0
2007-03-01,000300,2550.26,2473.54,2550.33,2439.5,821596.0,74299580416.0,0,0,1172678400.0,821596.0
2007-03-02,000300,2468.67,2508.73,2523.86,2455.82,579468.0,54222098432.0,0,0,1172764800.0,579468.0
